chromosome	nSites	nMatches	percentMatches	accByChance	individual_iteration	coverage	nFounders	Ne	mu	population_iteration	population
chr4	4230	3531	0.834751773049645	0.827650065681331	2	0.05X	128	10000	1e-09	9	scrm
chr5	5794	5615	0.969105971694857	0.885334756236921	2	0.05X	128	10000	1e-09	9	scrm
chr1	6905	2942	0.426068066618392	0.7613470233583	3	0.05X	128	10000	1e-09	9	scrm
chr2	4704	3844	0.817176870748299	0.837126997863354	3	0.05X	128	10000	1e-09	9	scrm
chr3	3561	3400	0.95478798090424	0.877304441371147	3	0.05X	128	10000	1e-09	9	scrm
chr4	4308	3014	0.699628597957289	0.827532372434823	3	0.05X	128	10000	1e-09	9	scrm
chr5	5998	5893	0.982494164721574	0.885408610731572	3	0.05X	128	10000	1e-09	9	scrm
chr1	6750	3663	0.542666666666667	0.761344165943287	4	0.05X	128	10000	1e-09	9	scrm
chr2	4879	2943	0.60319737651158	0.836580301899723	4	0.05X	128	10000	1e-09	9	scrm
chr3	3635	2788	0.766987620357634	0.876963082041996	4	0.05X	128	10000	1e-09	9	scrm
chr4	3971	2973	0.748677914882901	0.827472641617548	4	0.05X	128	10000	1e-09	9	scrm
chr1	8274	7445	0.899806623156877	0.761563595003456	5	0.05X	128	10000	1e-09	9	scrm
chr2	5442	5333	0.979970599044469	0.835874961956771	5	0.05X	128	10000	1e-09	9	scrm
chr3	3849	2935	0.762535723564562	0.876800925615826	5	0.05X	128	10000	1e-09	9	scrm
chr4	4032	2835	0.703125	0.828476951235817	5	0.05X	128	10000	1e-09	9	scrm
chr5	6018	5680	0.943835161183117	0.885406413003827	5	0.05X	128	10000	1e-09	9	scrm
chr1	7325	3738	0.510307167235495	0.761690053061007	6	0.05X	128	10000	1e-09	9	scrm
chr2	4468	3054	0.683527305282005	0.836618353451803	6	0.05X	128	10000	1e-09	9	scrm
chr3	3498	2642	0.755288736420812	0.876855500157456	6	0.05X	128	10000	1e-09	9	scrm
chr4	3931	3226	0.82065632154668	0.828790300282411	6	0.05X	128	10000	1e-09	9	scrm
chr1	8024	6692	0.833998005982054	0.761593621844428	7	0.05X	128	10000	1e-09	9	scrm
chr2	4860	4107	0.845061728395062	0.836113698197981	7	0.05X	128	10000	1e-09	9	scrm
chr3	4132	3123	0.755808325266215	0.876928515955878	7	0.05X	128	10000	1e-09	9	scrm
chr4	4352	4255	0.977711397058823	0.827472069684197	7	0.05X	128	10000	1e-09	9	scrm
chr5	5744	5209	0.906859331476323	0.885215079219893	7	0.05X	128	10000	1e-09	9	scrm
chr1	8043	4378	0.544324257117991	0.762025428325193	8	0.05X	128	10000	1e-09	9	scrm
chr2	5152	4445	0.862771739130435	0.836576213007388	8	0.05X	128	10000	1e-09	9	scrm
chr3	3696	2866	0.7754329004329	0.876975385657637	8	0.05X	128	10000	1e-09	9	scrm
chr4	3855	2756	0.714915693904021	0.828001536407669	8	0.05X	128	10000	1e-09	9	scrm
chr5	4908	4738	0.965362673186634	0.884049096142459	8	0.05X	128	10000	1e-09	9	scrm
chr1	8178	4006	0.489850819271215	0.76190743804357	9	0.05X	128	10000	1e-09	9	scrm
chr2	4868	4170	0.856614626129827	0.837111060111956	9	0.05X	128	10000	1e-09	9	scrm
chr3	2833	2523	0.890575361807271	0.876212020750143	9	0.05X	128	10000	1e-09	9	scrm
chr4	4234	3046	0.719414265470005	0.827532912854828	9	0.05X	128	10000	1e-09	9	scrm
chr1	8216	8022	0.976387536514119	0.761865157115309	10	0.05X	128	10000	1e-09	9	scrm
chr2	5256	5020	0.955098934550989	0.836579948436905	10	0.05X	128	10000	1e-09	9	scrm
chr3	4038	4027	0.997275879148093	0.87624989056599	10	0.05X	128	10000	1e-09	9	scrm
chr4	3392	3037	0.895341981132076	0.826507640334795	10	0.05X	128	10000	1e-09	9	scrm
chr5	5693	5669	0.995784296504479	0.884928692754534	10	0.05X	128	10000	1e-09	9	scrm
chr1	5146	4869	0.946171783909833	0.634139380101049	1	0.05X	32	10000	1e-09	1	scrm
chr2	2632	2366	0.898936170212766	0.766085453671163	1	0.05X	32	10000	1e-09	1	scrm
chr3	5196	5168	0.994611239414935	0.797791232137702	1	0.05X	32	10000	1e-09	1	scrm
chr4	5383	5144	0.955600966004087	0.696924381443897	1	0.05X	32	10000	1e-09	1	scrm
chr1	5103	4108	0.805016656868509	0.6342873906893	2	0.05X	32	10000	1e-09	1	scrm
chr2	2614	2469	0.944529456771232	0.765456884802984	2	0.05X	32	10000	1e-09	1	scrm
chr3	5330	4823	0.904878048780488	0.797506009615385	2	0.05X	32	10000	1e-09	1	scrm
chr4	5401	5398	0.999444547306054	0.697116998009628	2	0.05X	32	10000	1e-09	1	scrm
chr5	3386	3375	0.996751329001772	0.796387295573686	2	0.05X	32	10000	1e-09	1	scrm
chr1	5098	5079	0.996273048254217	0.633797299492448	3	0.05X	32	10000	1e-09	1	scrm
chr2	2612	2230	0.85375191424196	0.766125993013017	3	0.05X	32	10000	1e-09	1	scrm
chr3	5113	5057	0.989047525914336	0.797765996296206	3	0.05X	32	10000	1e-09	1	scrm
chr4	5336	5268	0.987256371814093	0.697329313858696	3	0.05X	32	10000	1e-09	1	scrm
chr1	5075	3803	0.74935960591133	0.634769473522168	4	0.05X	32	10000	1e-09	1	scrm
chr2	2636	2619	0.993550834597876	0.765984357217375	4	0.05X	32	10000	1e-09	1	scrm
chr3	5164	5164	1	0.797736205581913	4	0.05X	32	10000	1e-09	1	scrm
chr4	5400	5246	0.971481481481482	0.697192201967593	4	0.05X	32	10000	1e-09	1	scrm
chr5	3406	3197	0.938637698179683	0.796356326611127	4	0.05X	32	10000	1e-09	1	scrm
chr1	5062	1968	0.388779138680364	0.634725883420585	5	0.05X	32	10000	1e-09	1	scrm
chr2	2587	2441	0.943563973714727	0.766210862002319	5	0.05X	32	10000	1e-09	1	scrm
chr3	5259	5231	0.994675793877163	0.797484074919186	5	0.05X	32	10000	1e-09	1	scrm
chr4	5386	5222	0.969550686966209	0.697222290718994	5	0.05X	32	10000	1e-09	1	scrm
chr1	5160	4739	0.918410852713178	0.634269205729167	6	0.05X	32	10000	1e-09	1	scrm
chr2	2617	2578	0.985097439816584	0.76553842663355	6	0.05X	32	10000	1e-09	1	scrm
chr3	5259	5186	0.986119034036889	0.797958707691576	6	0.05X	32	10000	1e-09	1	scrm
chr4	5337	5197	0.973768034476298	0.697022627997939	6	0.05X	32	10000	1e-09	1	scrm
chr5	3364	3316	0.985731272294887	0.796240408553805	6	0.05X	32	10000	1e-09	1	scrm
chr1	5044	4707	0.933187946074544	0.63490986351358	7	0.05X	32	10000	1e-09	1	scrm
chr2	2652	2472	0.932126696832579	0.766376570159314	7	0.05X	32	10000	1e-09	1	scrm
chr3	5331	5240	0.982930031888951	0.797719119302195	7	0.05X	32	10000	1e-09	1	scrm
chr4	5167	3345	0.647377588542675	0.696623214328914	7	0.05X	32	10000	1e-09	1	scrm
chr5	3371	3135	0.929991100563631	0.796715957338327	7	0.05X	32	10000	1e-09	1	scrm
chr1	5159	5054	0.979647218453189	0.634236172526168	8	0.05X	32	10000	1e-09	1	scrm
chr2	2639	2321	0.879499810534293	0.766032055229254	8	0.05X	32	10000	1e-09	1	scrm
chr3	5350	5241	0.979626168224299	0.797489230432243	8	0.05X	32	10000	1e-09	1	scrm
chr4	5385	5251	0.975116063138347	0.697015001160631	8	0.05X	32	10000	1e-09	1	scrm
chr5	3391	3387	0.998820406959599	0.796326385561044	8	0.05X	32	10000	1e-09	1	scrm
chr1	5138	3948	0.768392370572207	0.634116737422149	9	0.05X	32	10000	1e-09	1	scrm
chr2	2616	2577	0.985091743119266	0.765634332592699	9	0.05X	32	10000	1e-09	1	scrm
chr3	5349	5161	0.964853243596934	0.797514174670499	9	0.05X	32	10000	1e-09	1	scrm
chr4	5349	4935	0.922602355580482	0.696873101280613	9	0.05X	32	10000	1e-09	1	scrm
chr5	3329	3329	1	0.796556128435716	9	0.05X	32	10000	1e-09	1	scrm
chr1	5165	5142	0.995546950629235	0.634169477553243	10	0.05X	32	10000	1e-09	1	scrm
chr2	2551	2548	0.998823990591925	0.765663664371815	10	0.05X	32	10000	1e-09	1	scrm
chr3	5337	5124	0.96008993816751	0.797556050332584	10	0.05X	32	10000	1e-09	1	scrm
chr4	5379	4295	0.79847555307678	0.697266351203755	10	0.05X	32	10000	1e-09	1	scrm
chr1	4039	3980	0.985392423867294	0.749999516433523	1	0.05X	32	10000	1e-09	10	scrm
chr2	3319	3255	0.980717083458873	0.724943624774028	1	0.05X	32	10000	1e-09	10	scrm
chr3	4800	4710	0.98125	0.705349527994792	1	0.05X	32	10000	1e-09	10	scrm
chr4	3487	3353	0.961571551476914	0.669472381793089	1	0.05X	32	10000	1e-09	10	scrm
chr5	4378	4336	0.990406578346277	0.74337797831487	1	0.05X	32	10000	1e-09	10	scrm
chr1	3972	3868	0.973816717019134	0.749968529707956	2	0.05X	32	10000	1e-09	10	scrm
chr2	3474	3338	0.960852043753598	0.724392361111111	2	0.05X	32	10000	1e-09	10	scrm
chr3	4878	4791	0.982164821648217	0.705150796625154	2	0.05X	32	10000	1e-09	10	scrm
chr4	3608	3547	0.983093126385809	0.670328144487943	2	0.05X	32	10000	1e-09	10	scrm
chr1	4009	3991	0.995510102269893	0.749824613369918	3	0.05X	32	10000	1e-09	10	scrm
chr2	3472	3256	0.93778801843318	0.724652690272177	3	0.05X	32	10000	1e-09	10	scrm
chr3	4841	3768	0.778351580252014	0.705027289687048	3	0.05X	32	10000	1e-09	10	scrm
chr4	3555	3448	0.969901547116737	0.67025728507384	3	0.05X	32	10000	1e-09	10	scrm
chr1	3889	3852	0.990485986114682	0.749033481855876	4	0.05X	32	10000	1e-09	10	scrm
chr2	3054	2794	0.91486574983628	0.725046174074984	4	0.05X	32	10000	1e-09	10	scrm
chr3	4829	4755	0.984675916338786	0.705102999132843	4	0.05X	32	10000	1e-09	10	scrm
chr4	3507	3475	0.990875392072997	0.669711358532934	4	0.05X	32	10000	1e-09	10	scrm
chr1	3941	3863	0.980208069018016	0.749761620622938	5	0.05X	32	10000	1e-09	10	scrm
chr2	3488	3307	0.948107798165138	0.724529861310206	5	0.05X	32	10000	1e-09	10	scrm
chr3	4860	4475	0.920781893004115	0.705254951131687	5	0.05X	32	10000	1e-09	10	scrm
chr4	3575	3091	0.864615384615385	0.669967766608392	5	0.05X	32	10000	1e-09	10	scrm
chr1	4009	3616	0.901970566225991	0.749824613369918	6	0.05X	32	10000	1e-09	10	scrm
chr2	3457	2541	0.735030373155916	0.724703161158519	6	0.05X	32	10000	1e-09	10	scrm
chr3	4865	4762	0.978828365878726	0.705292707798047	6	0.05X	32	10000	1e-09	10	scrm
chr4	3562	3145	0.882930937675463	0.67039123912128	6	0.05X	32	10000	1e-09	10	scrm
chr5	4387	4387	1	0.74355139296501	6	0.05X	32	10000	1e-09	10	scrm
chr1	3920	3819	0.974234693877551	0.749076500717474	7	0.05X	32	10000	1e-09	10	scrm
chr2	3473	2901	0.835300892600058	0.724454440955226	7	0.05X	32	10000	1e-09	10	scrm
chr3	4838	4630	0.957007027697396	0.704919065212898	7	0.05X	32	10000	1e-09	10	scrm
chr4	3479	2720	0.781833860304685	0.670031629509198	7	0.05X	32	10000	1e-09	10	scrm
chr5	4405	4405	1	0.743537617054484	7	0.05X	32	10000	1e-09	10	scrm
chr1	4009	3820	0.952856073833874	0.749787100118483	8	0.05X	32	10000	1e-09	10	scrm
chr2	3472	3198	0.921082949308756	0.724560996903802	8	0.05X	32	10000	1e-09	10	scrm
chr3	4873	4863	0.997947876051714	0.705008184447466	8	0.05X	32	10000	1e-09	10	scrm
chr4	3578	1958	0.547233091112353	0.67071748139673	8	0.05X	32	10000	1e-09	10	scrm
chr5	4413	4397	0.996374348515749	0.743379601107523	8	0.05X	32	10000	1e-09	10	scrm
chr1	4011	3849	0.959611069558714	0.75004674644727	9	0.05X	32	10000	1e-09	10	scrm
chr2	3470	3385	0.975504322766571	0.724487234329971	9	0.05X	32	10000	1e-09	10	scrm
chr3	4878	4362	0.894218942189422	0.705037284747847	9	0.05X	32	10000	1e-09	10	scrm
chr4	3582	3086	0.861529871580123	0.670139434149916	9	0.05X	32	10000	1e-09	10	scrm
chr5	4428	4414	0.99683830171635	0.743439299627371	9	0.05X	32	10000	1e-09	10	scrm
chr1	4047	3822	0.944403261675315	0.749751455553496	10	0.05X	32	10000	1e-09	10	scrm
chr2	3477	3139	0.902789761288467	0.72448158209304	10	0.05X	32	10000	1e-09	10	scrm
chr3	4609	4598	0.997613365155131	0.704915399896941	10	0.05X	32	10000	1e-09	10	scrm
chr4	3595	3499	0.973296244784423	0.67040404424548	10	0.05X	32	10000	1e-09	10	scrm
chr5	4457	4379	0.982499439084586	0.743107751851021	10	0.05X	32	10000	1e-09	10	scrm
chr1	1934	1920	0.992761116856256	0.805192949360134	1	0.05X	32	10000	1e-09	2	scrm
chr2	2537	2424	0.955459203783997	0.841316484775325	1	0.05X	32	10000	1e-09	2	scrm
chr3	3191	3098	0.970855531181448	0.812246907807114	1	0.05X	32	10000	1e-09	2	scrm
chr4	5795	5737	0.989991371872304	0.669977485979293	1	0.05X	32	10000	1e-09	2	scrm
chr1	1900	1882	0.990526315789474	0.805245682565789	2	0.05X	32	10000	1e-09	2	scrm
chr2	2411	2400	0.995437577768561	0.842163035306927	2	0.05X	32	10000	1e-09	2	scrm
chr3	3196	2817	0.881414267834793	0.812100941606696	2	0.05X	32	10000	1e-09	2	scrm
chr4	5564	5423	0.974658519051042	0.670350656845345	2	0.05X	32	10000	1e-09	2	scrm
chr1	1929	1918	0.994297563504406	0.805268172466304	3	0.05X	32	10000	1e-09	2	scrm
chr2	2759	2609	0.945632475534614	0.841187364081189	3	0.05X	32	10000	1e-09	2	scrm
chr3	3214	2850	0.886745488487866	0.812307969041693	3	0.05X	32	10000	1e-09	2	scrm
chr4	5796	5781	0.997412008281574	0.670023810871722	3	0.05X	32	10000	1e-09	2	scrm
chr1	1926	1847	0.958982346832814	0.805458203530633	4	0.05X	32	10000	1e-09	2	scrm
chr2	2813	2691	0.956629932456452	0.841267802390686	4	0.05X	32	10000	1e-09	2	scrm
chr3	3206	3194	0.996257018091079	0.812443343535558	4	0.05X	32	10000	1e-09	2	scrm
chr4	5806	5640	0.971408887357906	0.670058284264123	4	0.05X	32	10000	1e-09	2	scrm
chr1	1919	1915	0.997915581031787	0.805505288398906	5	0.05X	32	10000	1e-09	2	scrm
chr2	2825	2744	0.971327433628319	0.840987278761062	5	0.05X	32	10000	1e-09	2	scrm
chr3	3180	2850	0.89622641509434	0.812265379323899	5	0.05X	32	10000	1e-09	2	scrm
chr4	5436	5385	0.990618101545254	0.670265540206494	5	0.05X	32	10000	1e-09	2	scrm
chr5	5822	5772	0.991411885949845	0.752349486591807	5	0.05X	32	10000	1e-09	2	scrm
chr1	1928	1764	0.9149377593361	0.805372309387967	6	0.05X	32	10000	1e-09	2	scrm
chr2	2814	2653	0.942786069651741	0.841147568519012	6	0.05X	32	10000	1e-09	2	scrm
chr3	3194	2881	0.902003757044458	0.812311352829524	6	0.05X	32	10000	1e-09	2	scrm
chr4	5786	5630	0.973038368475631	0.669898583326132	6	0.05X	32	10000	1e-09	2	scrm
chr1	1895	1698	0.896042216358839	0.80538217348285	7	0.05X	32	10000	1e-09	2	scrm
chr2	2809	2718	0.967604129583482	0.840777898607156	7	0.05X	32	10000	1e-09	2	scrm
chr3	3181	3021	0.949701351776171	0.812140504656555	7	0.05X	32	10000	1e-09	2	scrm
chr4	5791	5496	0.949058884475911	0.669893544400794	7	0.05X	32	10000	1e-09	2	scrm
chr5	5852	5579	0.953349282296651	0.75247528222189	7	0.05X	32	10000	1e-09	2	scrm
chr1	1919	1853	0.965607087024492	0.805099193101876	8	0.05X	32	10000	1e-09	2	scrm
chr2	2651	2599	0.980384760467748	0.840847940635609	8	0.05X	32	10000	1e-09	2	scrm
chr3	3108	3052	0.981981981981982	0.811432945222008	8	0.05X	32	10000	1e-09	2	scrm
chr4	5338	5145	0.963844136380667	0.670235077510304	8	0.05X	32	10000	1e-09	2	scrm
chr5	5829	5768	0.989535083204666	0.752102398835564	8	0.05X	32	10000	1e-09	2	scrm
chr1	1906	1751	0.918677859391396	0.805564664218258	9	0.05X	32	10000	1e-09	2	scrm
chr2	2779	2769	0.996401583303346	0.840936628508456	9	0.05X	32	10000	1e-09	2	scrm
chr3	3185	2898	0.90989010989011	0.811964040423862	9	0.05X	32	10000	1e-09	2	scrm
chr4	5415	1222	0.225669436749769	0.670280398776547	9	0.05X	32	10000	1e-09	2	scrm
chr1	1933	1747	0.90377651319193	0.805402871184687	10	0.05X	32	10000	1e-09	2	scrm
chr2	2808	2746	0.977920227920228	0.84127207698985	10	0.05X	32	10000	1e-09	2	scrm
chr3	3170	2981	0.940378548895899	0.812032667093849	10	0.05X	32	10000	1e-09	2	scrm
chr4	5794	5669	0.97842595788747	0.669862714931395	10	0.05X	32	10000	1e-09	2	scrm
chr1	2698	2335	0.865455893254262	0.799280934372683	1	0.05X	32	10000	1e-09	3	scrm
chr2	3216	3037	0.944340796019901	0.758046012612718	1	0.05X	32	10000	1e-09	3	scrm
chr3	2467	2334	0.946088366436968	0.794208552898257	1	0.05X	32	10000	1e-09	3	scrm
chr4	6294	6178	0.98156974896727	0.583146678632428	1	0.05X	32	10000	1e-09	3	scrm
chr5	2613	2311	0.884424033677765	0.758363381410256	1	0.05X	32	10000	1e-09	3	scrm
chr1	2717	2704	0.995215311004785	0.799133997170593	2	0.05X	32	10000	1e-09	3	scrm
chr2	3207	2639	0.822887433738697	0.757558234428594	2	0.05X	32	10000	1e-09	3	scrm
chr3	2469	2450	0.992304576751721	0.794102733267517	2	0.05X	32	10000	1e-09	3	scrm
chr4	6180	6180	1	0.583258431937702	2	0.05X	32	10000	1e-09	3	scrm
chr1	2653	2414	0.90991330569167	0.798340395896155	3	0.05X	32	10000	1e-09	3	scrm
chr2	3272	2790	0.852689486552567	0.75725646823426	3	0.05X	32	10000	1e-09	3	scrm
chr3	2494	2399	0.961908580593424	0.793767933665798	3	0.05X	32	10000	1e-09	3	scrm
chr4	5911	4450	0.752833699881577	0.583548713468533	3	0.05X	32	10000	1e-09	3	scrm
chr5	2837	2579	0.909058864998238	0.758239681551815	3	0.05X	32	10000	1e-09	3	scrm
chr1	2666	2476	0.928732183045761	0.799013840374156	4	0.05X	32	10000	1e-09	3	scrm
chr2	3284	3249	0.989342265529842	0.757065209633831	4	0.05X	32	10000	1e-09	3	scrm
chr3	2480	2353	0.948790322580645	0.793989021547379	4	0.05X	32	10000	1e-09	3	scrm
chr4	6299	6209	0.9857120177806	0.583312765419114	4	0.05X	32	10000	1e-09	3	scrm
chr5	2803	2684	0.957545486978238	0.758261586358366	4	0.05X	32	10000	1e-09	3	scrm
chr1	2641	2469	0.934873154108292	0.798465750425975	5	0.05X	32	10000	1e-09	3	scrm
chr2	3161	3157	0.998734577665296	0.756399094926447	5	0.05X	32	10000	1e-09	3	scrm
chr3	2464	2311	0.937905844155844	0.793625472427963	5	0.05X	32	10000	1e-09	3	scrm
chr4	5746	1508	0.262443438914027	0.58353518344283	5	0.05X	32	10000	1e-09	3	scrm
chr1	2591	2450	0.945580856812042	0.79862308833462	6	0.05X	32	10000	1e-09	3	scrm
chr2	3268	3267	0.99969400244798	0.757155681035802	6	0.05X	32	10000	1e-09	3	scrm
chr3	2483	2446	0.985098670962545	0.79379861181031	6	0.05X	32	10000	1e-09	3	scrm
chr4	6292	6280	0.998092816274634	0.583415851726399	6	0.05X	32	10000	1e-09	3	scrm
chr5	2760	2760	1	0.75829688915308	6	0.05X	32	10000	1e-09	3	scrm
chr1	2709	2422	0.89405684754522	0.798954295865633	7	0.05X	32	10000	1e-09	3	scrm
chr2	3192	3033	0.950187969924812	0.757838199013158	7	0.05X	32	10000	1e-09	3	scrm
chr3	2388	2365	0.99036850921273	0.794154692734506	7	0.05X	32	10000	1e-09	3	scrm
chr4	5971	5379	0.900854128286719	0.583380872131971	7	0.05X	32	10000	1e-09	3	scrm
chr1	2711	2650	0.977499077831059	0.799356931252305	8	0.05X	32	10000	1e-09	3	scrm
chr2	3252	2923	0.898831488314883	0.757765954124385	8	0.05X	32	10000	1e-09	3	scrm
chr3	1703	1376	0.807985907222548	0.792788690913095	8	0.05X	32	10000	1e-09	3	scrm
chr4	6284	6221	0.989974538510503	0.583291425893141	8	0.05X	32	10000	1e-09	3	scrm
chr5	2799	2454	0.876741693461951	0.758028118301179	8	0.05X	32	10000	1e-09	3	scrm
chr1	2701	2701	1	0.799307548130322	9	0.05X	32	10000	1e-09	3	scrm
chr2	3274	3274	1	0.757012219857208	9	0.05X	32	10000	1e-09	3	scrm
chr3	2456	2319	0.944218241042345	0.794168379097109	9	0.05X	32	10000	1e-09	3	scrm
chr4	6282	6222	0.990448901623687	0.583234309087472	9	0.05X	32	10000	1e-09	3	scrm
chr5	2839	2450	0.862979922507925	0.758384540661324	9	0.05X	32	10000	1e-09	3	scrm
chr1	2675	2524	0.943551401869159	0.799285557827103	10	0.05X	32	10000	1e-09	3	scrm
chr2	3254	3207	0.985556238475722	0.757582314555163	10	0.05X	32	10000	1e-09	3	scrm
chr3	2380	2346	0.985714285714286	0.794459033613445	10	0.05X	32	10000	1e-09	3	scrm
chr4	6223	5604	0.9005302908565	0.583625951610959	10	0.05X	32	10000	1e-09	3	scrm
chr1	2691	2613	0.971014492753623	0.73787843157748	1	0.05X	32	10000	1e-09	4	scrm
chr2	3613	3590	0.993634099086632	0.687269171221976	1	0.05X	32	10000	1e-09	4	scrm
chr3	3600	3530	0.980555555555556	0.769718967013889	1	0.05X	32	10000	1e-09	4	scrm
chr4	2153	2140	0.993961913608918	0.794822994078031	1	0.05X	32	10000	1e-09	4	scrm
chr5	5453	5244	0.961672473867596	0.840037164175683	1	0.05X	32	10000	1e-09	4	scrm
chr1	2662	2630	0.987978963185575	0.737507557170361	2	0.05X	32	10000	1e-09	4	scrm
chr2	3587	3296	0.918873710621689	0.687262325324087	2	0.05X	32	10000	1e-09	4	scrm
chr3	3636	3392	0.932893289328933	0.769921767567382	2	0.05X	32	10000	1e-09	4	scrm
chr4	2155	1971	0.91461716937355	0.794966284802784	2	0.05X	32	10000	1e-09	4	scrm
chr5	5421	5355	0.987825124515772	0.840113065797362	2	0.05X	32	10000	1e-09	4	scrm
chr1	2584	2562	0.991486068111455	0.737449811339009	3	0.05X	32	10000	1e-09	4	scrm
chr2	3583	3511	0.979905107451856	0.687242436069634	3	0.05X	32	10000	1e-09	4	scrm
chr3	3346	3249	0.97101016138673	0.769897242042738	3	0.05X	32	10000	1e-09	4	scrm
chr4	1788	1553	0.868568232662192	0.795217902335011	3	0.05X	32	10000	1e-09	4	scrm
chr1	2680	2576	0.961194029850746	0.73784325443097	4	0.05X	32	10000	1e-09	4	scrm
chr2	3605	3462	0.960332871012483	0.687271367891817	4	0.05X	32	10000	1e-09	4	scrm
chr3	3663	3608	0.984984984984985	0.76983091045591	4	0.05X	32	10000	1e-09	4	scrm
chr4	2139	2019	0.943899018232819	0.794921418449042	4	0.05X	32	10000	1e-09	4	scrm
chr1	2694	2619	0.972160356347439	0.738027865743318	5	0.05X	32	10000	1e-09	4	scrm
chr2	3607	3428	0.950374272248406	0.687298839496119	5	0.05X	32	10000	1e-09	4	scrm
chr3	3638	3097	0.851291918636614	0.769983292674546	5	0.05X	32	10000	1e-09	4	scrm
chr4	2056	1961	0.953793774319066	0.79625087396644	5	0.05X	32	10000	1e-09	4	scrm
chr1	2648	2625	0.99131419939577	0.737631437641616	6	0.05X	32	10000	1e-09	4	scrm
chr2	3601	3581	0.994445987225771	0.687201959959039	6	0.05X	32	10000	1e-09	4	scrm
chr3	3617	3617	1	0.769910319325408	6	0.05X	32	10000	1e-09	4	scrm
chr4	2216	1980	0.893501805054152	0.795181439671706	6	0.05X	32	10000	1e-09	4	scrm
chr5	5426	5095	0.938997419830446	0.840086900744102	6	0.05X	32	10000	1e-09	4	scrm
chr1	2572	2509	0.975505443234837	0.737815370455871	7	0.05X	32	10000	1e-09	4	scrm
chr2	3588	3302	0.920289855072464	0.687164408706104	7	0.05X	32	10000	1e-09	4	scrm
chr3	3622	3534	0.975704030922142	0.76987231890185	7	0.05X	32	10000	1e-09	4	scrm
chr4	2180	2141	0.982110091743119	0.794539313360092	7	0.05X	32	10000	1e-09	4	scrm
chr1	2689	2412	0.896987727779844	0.737916627928598	8	0.05X	32	10000	1e-09	4	scrm
chr2	3600	3600	1	0.687078993055556	8	0.05X	32	10000	1e-09	4	scrm
chr3	3391	3266	0.963137717487467	0.769451189730168	8	0.05X	32	10000	1e-09	4	scrm
chr4	2112	1683	0.796875	0.79569961085464	8	0.05X	32	10000	1e-09	4	scrm
chr5	5327	5282	0.991552468556411	0.840087386486296	8	0.05X	32	10000	1e-09	4	scrm
chr1	2663	2037	0.764926774314683	0.737834224206722	9	0.05X	32	10000	1e-09	4	scrm
chr2	3584	3584	1	0.686949866158622	9	0.05X	32	10000	1e-09	4	scrm
chr3	3577	3169	0.885937936818563	0.769689050705899	9	0.05X	32	10000	1e-09	4	scrm
chr4	2240	2126	0.949107142857143	0.795585414341518	9	0.05X	32	10000	1e-09	4	scrm
chr5	5337	5217	0.977515458122541	0.840204402930017	9	0.05X	32	10000	1e-09	4	scrm
chr1	2640	2557	0.968560606060606	0.737558075875947	10	0.05X	32	10000	1e-09	4	scrm
chr2	3526	2526	0.716392512762337	0.686676596621526	10	0.05X	32	10000	1e-09	4	scrm
chr3	3638	3622	0.995601979109401	0.769854175972375	10	0.05X	32	10000	1e-09	4	scrm
chr4	2207	1899	0.860444041685546	0.795469670367014	10	0.05X	32	10000	1e-09	4	scrm
chr5	5421	5147	0.949455819959417	0.840113065797362	10	0.05X	32	10000	1e-09	4	scrm
chr1	5903	5793	0.981365407419956	0.645905683550737	1	0.05X	32	10000	1e-09	5	scrm
chr2	4259	4220	0.990842920873444	0.666205021718713	1	0.05X	32	10000	1e-09	5	scrm
chr3	4278	3531	0.825385694249649	0.709038932839528	1	0.05X	32	10000	1e-09	5	scrm
chr4	4058	4008	0.987678659438147	0.679475245656727	1	0.05X	32	10000	1e-09	5	scrm
chr1	5876	2233	0.38002042205582	0.645829732439159	2	0.05X	32	10000	1e-09	5	scrm
